error_train,error_test,accuracy_train,accuracy_test,time,decay
0.3385304659498208,0.30824372759856633,0.6614695340501792,0.6917562724014337,0.2397293560061371,0.7406779661016949
0.3557347670250896,0.33548387096774196,0.6442652329749103,0.6645161290322581,0.2418401090108091,0.7559322033898305
0.4299283154121864,0.4050179211469534,0.5700716845878137,0.5949820788530465,0.2508687029912835,0.7711864406779662
0.31415770609318994,0.2867383512544803,0.6858422939068101,0.7132616487455197,0.2478201540070586,0.7864406779661017
0.5553763440860215,0.5369175627240144,0.4446236559139785,0.46308243727598564,0.23996254699886777,0.8016949152542373
0.3906810035842294,0.35913978494623655,0.6093189964157706,0.6408602150537634,0.23884882101265248,0.8169491525423729
0.5630824372759856,0.5483870967741935,0.43691756272401433,0.45161290322580644,0.24384431399812456,0.8322033898305085
0.23010752688172043,0.24587813620071686,0.7698924731182796,0.7541218637992831,0.2664604299934581,0.847457627118644
0.36594982078853044,0.34767025089605735,0.6340501792114696,0.6523297491039427,0.25094679300673306,0.8627118644067797
0.4204301075268817,0.403584229390681,0.5795698924731183,0.596415770609319,0.251085718991817,0.8779661016949153
0.471505376344086,0.47885304659498207,0.5284946236559139,0.5211469534050179,0.24155656799848657,0.8932203389830509
0.5086021505376344,0.5111111111111111,0.4913978494623656,0.4888888888888889,0.25031303899595514,0.9084745762711864
0.5023297491039427,0.47025089605734766,0.4976702508960573,0.5297491039426523,0.2675930109980982,0.923728813559322
0.34982078853046594,0.31899641577060933,0.6501792114695341,0.6810035842293907,0.2801278350088978,0.9389830508474576
0.4021505376344086,0.3741935483870968,0.5978494623655914,0.6258064516129033,0.29185899000731297,0.9542372881355933
0.36200716845878134,0.34838709677419355,0.6379928315412187,0.6516129032258065,0.2966811719961697,0.9694915254237289
0.28136200716845877,0.25663082437275986,0.7186379928315412,0.7433691756272401,0.29293531501025427,0.9847457627118644
0.46792114695340503,0.47025089605734766,0.532078853046595,0.5297491039426523,0.291952454004786,1.0
